Notes,Single-Year Ages,Single-Year Ages Code,Sex,Sex Code,Education,Education Code,Deaths,Population,Crude Rate
,25 years,25,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,13,Not Applicable,Not Applicable
,25 years,25,Female,F,Unknown or Not Stated,9,12,Not Applicable,Not Applicable
,25 years,25,Male,M,8th grade or less,1,177,Not Applicable,Not Applicable
,25 years,25,Male,M,9th through 12th grade with no diploma,2,920,Not Applicable,Not Applicable
,25 years,25,Male,M,High school graduate or GED completed,3,2908,Not Applicable,Not Applicable
,25 years,25,Male,M,"Some college credit, but not a degree.",4,806,Not Applicable,Not Applicable
,25 years,25,Male,M,"Associate degree (AA,AS)",5,230,Not Applicable,Not Applicable
,25 years,25,Male,M,"Bachelor?s degree (BA, AB, BS)",6,281,Not Applicable,Not Applicable
,25 years,25,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,41,Not Applicable,Not Applicable
,25 years,25,Male,M,Unknown or Not Stated,9,56,Not Applicable,Not Applicable
,26 years,26,Female,F,8th grade or less,1,37,Not Applicable,Not Applicable
,26 years,26,Female,F,9th through 12th grade with no diploma,2,314,Not Applicable,Not Applicable
,26 years,26,Female,F,High school graduate or GED completed,3,968,Not Applicable,Not Applicable
,26 years,26,Female,F,"Some college credit, but not a degree.",4,382,Not Applicable,Not Applicable
,26 years,26,Female,F,"Associate degree (AA,AS)",5,123,Not Applicable,Not Applicable
,26 years,26,Female,F,"Bachelor?s degree (BA, AB, BS)",6,141,Not Applicable,Not Applicable
,26 years,26,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,24,Not Applicable,Not Applicable
,26 years,26,Female,F,Unknown or Not Stated,9,14,Not Applicable,Not Applicable
,26 years,26,Male,M,8th grade or less,1,224,Not Applicable,Not Applicable
,26 years,26,Male,M,9th through 12th grade with no diploma,2,946,Not Applicable,Not Applicable
,26 years,26,Male,M,High school graduate or GED completed,3,3159,Not Applicable,Not Applicable
,26 years,26,Male,M,"Some college credit, but not a degree.",4,855,Not Applicable,Not Applicable
,26 years,26,Male,M,"Associate degree (AA,AS)",5,240,Not Applicable,Not Applicable
,26 years,26,Male,M,"Bachelor?s degree (BA, AB, BS)",6,308,Not Applicable,Not Applicable
,26 years,26,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,23,Not Applicable,Not Applicable
,26 years,26,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,13,Not Applicable,Not Applicable
,26 years,26,Male,M,Unknown or Not Stated,9,61,Not Applicable,Not Applicable
,27 years,27,Female,F,8th grade or less,1,44,Not Applicable,Not Applicable
,27 years,27,Female,F,9th through 12th grade with no diploma,2,316,Not Applicable,Not Applicable
,27 years,27,Female,F,High school graduate or GED completed,3,1061,Not Applicable,Not Applicable
,27 years,27,Female,F,"Some college credit, but not a degree.",4,385,Not Applicable,Not Applicable
,27 years,27,Female,F,"Associate degree (AA,AS)",5,116,Not Applicable,Not Applicable
,27 years,27,Female,F,"Bachelor?s degree (BA, AB, BS)",6,130,Not Applicable,Not Applicable
,27 years,27,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,25,Not Applicable,Not Applicable
,27 years,27,Female,F,Unknown or Not Stated,9,24,Not Applicable,Not Applicable
,27 years,27,Male,M,8th grade or less,1,224,Not Applicable,Not Applicable
,27 years,27,Male,M,9th through 12th grade with no diploma,2,1015,Not Applicable,Not Applicable
,27 years,27,Male,M,High school graduate or GED completed,3,3384,Not Applicable,Not Applicable
,27 years,27,Male,M,"Some college credit, but not a degree.",4,953,Not Applicable,Not Applicable
,27 years,27,Male,M,"Associate degree (AA,AS)",5,295,Not Applicable,Not Applicable
,27 years,27,Male,M,"Bachelor?s degree (BA, AB, BS)",6,378,Not Applicable,Not Applicable
,27 years,27,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,43,Not Applicable,Not Applicable
,27 years,27,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,11,Not Applicable,Not Applicable
,27 years,27,Male,M,Unknown or Not Stated,9,75,Not Applicable,Not Applicable
,28 years,28,Female,F,8th grade or less,1,45,Not Applicable,Not Applicable
,28 years,28,Female,F,9th through 12th grade with no diploma,2,394,Not Applicable,Not Applicable
,28 years,28,Female,F,High school graduate or GED completed,3,1097,Not Applicable,Not Applicable
,28 years,28,Female,F,"Some college credit, but not a degree.",4,406,Not Applicable,Not Applicable
,28 years,28,Female,F,"Associate degree (AA,AS)",5,137,Not Applicable,Not Applicable
,28 years,28,Female,F,"Bachelor?s degree (BA, AB, BS)",6,142,Not Applicable,Not Applicable
,28 years,28,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,31,Not Applicable,Not Applicable
,28 years,28,Female,F,Unknown or Not Stated,9,19,Not Applicable,Not Applicable
,28 years,28,Male,M,8th grade or less,1,222,Not Applicable,Not Applicable
,28 years,28,Male,M,9th through 12th grade with no diploma,2,1087,Not Applicable,Not Applicable
,28 years,28,Male,M,High school graduate or GED completed,3,3772,Not Applicable,Not Applicable
,28 years,28,Male,M,"Some college credit, but not a degree.",4,1043,Not Applicable,Not Applicable
,28 years,28,Male,M,"Associate degree (AA,AS)",5,289,Not Applicable,Not Applicable
,28 years,28,Male,M,"Bachelor?s degree (BA, AB, BS)",6,374,Not Applicable,Not Applicable
,28 years,28,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,45,Not Applicable,Not Applicable
,28 years,28,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,12,Not Applicable,Not Applicable
,28 years,28,Male,M,Unknown or Not Stated,9,69,Not Applicable,Not Applicable
,29 years,29,Female,F,8th grade or less,1,50,Not Applicable,Not Applicable
,29 years,29,Female,F,9th through 12th grade with no diploma,2,387,Not Applicable,Not Applicable
,29 years,29,Female,F,High school graduate or GED completed,3,1251,Not Applicable,Not Applicable
,29 years,29,Female,F,"Some college credit, but not a degree.",4,483,Not Applicable,Not Applicable
,29 years,29,Female,F,"Associate degree (AA,AS)",5,144,Not Applicable,Not Applicable
,29 years,29,Female,F,"Bachelor?s degree (BA, AB, BS)",6,158,Not Applicable,Not Applicable
,29 years,29,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,27,Not Applicable,Not Applicable
,29 years,29,Female,F,Unknown or Not Stated,9,30,Not Applicable,Not Applicable
,29 years,29,Male,M,8th grade or less,1,255,Not Applicable,Not Applicable
,29 years,29,Male,M,9th through 12th grade with no diploma,2,1165,Not Applicable,Not Applicable
,29 years,29,Male,M,High school graduate or GED completed,3,3913,Not Applicable,Not Applicable
,29 years,29,Male,M,"Some college credit, but not a degree.",4,1048,Not Applicable,Not Applicable
,29 years,29,Male,M,"Associate degree (AA,AS)",5,347,Not Applicable,Not Applicable
,29 years,29,Male,M,"Bachelor?s degree (BA, AB, BS)",6,411,Not Applicable,Not Applicable
,29 years,29,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,55,Not Applicable,Not Applicable
,29 years,29,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,15,Not Applicable,Not Applicable
,29 years,29,Male,M,Unknown or Not Stated,9,97,Not Applicable,Not Applicable
,30 years,30,Female,F,8th grade or less,1,58,Not Applicable,Not Applicable
,30 years,30,Female,F,9th through 12th grade with no diploma,2,463,Not Applicable,Not Applicable
,30 years,30,Female,F,High school graduate or GED completed,3,1271,Not Applicable,Not Applicable
,30 years,30,Female,F,"Some college credit, but not a degree.",4,479,Not Applicable,Not Applicable
,30 years,30,Female,F,"Associate degree (AA,AS)",5,193,Not Applicable,Not Applicable
,30 years,30,Female,F,"Bachelor?s degree (BA, AB, BS)",6,157,Not Applicable,Not Applicable
,30 years,30,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,36,Not Applicable,Not Applicable
,30 years,30,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,12,Not Applicable,Not Applicable
,30 years,30,Female,F,Unknown or Not Stated,9,35,Not Applicable,Not Applicable
,30 years,30,Male,M,8th grade or less,1,300,Not Applicable,Not Applicable
,30 years,30,Male,M,9th through 12th grade with no diploma,2,1154,Not Applicable,Not Applicable
,30 years,30,Male,M,High school graduate or GED completed,3,4022,Not Applicable,Not Applicable
,30 years,30,Male,M,"Some college credit, but not a degree.",4,1154,Not Applicable,Not Applicable
,30 years,30,Male,M,"Associate degree (AA,AS)",5,363,Not Applicable,Not Applicable
,30 years,30,Male,M,"Bachelor?s degree (BA, AB, BS)",6,413,Not Applicable,Not Applicable
,30 years,30,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,52,Not Applicable,Not Applicable
,30 years,30,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,18,Not Applicable,Not Applicable
,30 years,30,Male,M,Unknown or Not Stated,9,106,Not Applicable,Not Applicable
,31 years,31,Female,F,8th grade or less,1,78,Not Applicable,Not Applicable
,31 years,31,Female,F,9th through 12th grade with no diploma,2,459,Not Applicable,Not Applicable
,31 years,31,Female,F,High school graduate or GED completed,3,1308,Not Applicable,Not Applicable
,31 years,31,Female,F,"Some college credit, but not a degree.",4,531,Not Applicable,Not Applicable
,31 years,31,Female,F,"Associate degree (AA,AS)",5,198,Not Applicable,Not Applicable
,31 years,31,Female,F,"Bachelor?s degree (BA, AB, BS)",6,163,Not Applicable,Not Applicable
,31 years,31,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,38,Not Applicable,Not Applicable
,31 years,31,Female,F,Unknown or Not Stated,9,45,Not Applicable,Not Applicable
,31 years,31,Male,M,8th grade or less,1,298,Not Applicable,Not Applicable
,31 years,31,Male,M,9th through 12th grade with no diploma,2,1321,Not Applicable,Not Applicable
,31 years,31,Male,M,High school graduate or GED completed,3,4149,Not Applicable,Not Applicable
,31 years,31,Male,M,"Some college credit, but not a degree.",4,1334,Not Applicable,Not Applicable
,31 years,31,Male,M,"Associate degree (AA,AS)",5,407,Not Applicable,Not Applicable
,31 years,31,Male,M,"Bachelor?s degree (BA, AB, BS)",6,430,Not Applicable,Not Applicable
,31 years,31,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,72,Not Applicable,Not Applicable
,31 years,31,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,18,Not Applicable,Not Applicable
,31 years,31,Male,M,Unknown or Not Stated,9,121,Not Applicable,Not Applicable
,32 years,32,Female,F,8th grade or less,1,63,Not Applicable,Not Applicable
,32 years,32,Female,F,9th through 12th grade with no diploma,2,456,Not Applicable,Not Applicable
,32 years,32,Female,F,High school graduate or GED completed,3,1413,Not Applicable,Not Applicable
,32 years,32,Female,F,"Some college credit, but not a degree.",4,571,Not Applicable,Not Applicable
,32 years,32,Female,F,"Associate degree (AA,AS)",5,201,Not Applicable,Not Applicable
,32 years,32,Female,F,"Bachelor?s degree (BA, AB, BS)",6,165,Not Applicable,Not Applicable
,32 years,32,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,40,Not Applicable,Not Applicable
,32 years,32,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,13,Not Applicable,Not Applicable
,32 years,32,Female,F,Unknown or Not Stated,9,46,Not Applicable,Not Applicable
,32 years,32,Male,M,8th grade or less,1,295,Not Applicable,Not Applicable
,32 years,32,Male,M,9th through 12th grade with no diploma,2,1332,Not Applicable,Not Applicable
,32 years,32,Male,M,High school graduate or GED completed,3,4307,Not Applicable,Not Applicable
,32 years,32,Male,M,"Some college credit, but not a degree.",4,1266,Not Applicable,Not Applicable
,32 years,32,Male,M,"Associate degree (AA,AS)",5,385,Not Applicable,Not Applicable
,32 years,32,Male,M,"Bachelor?s degree (BA, AB, BS)",6,455,Not Applicable,Not Applicable
,32 years,32,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,75,Not Applicable,Not Applicable
,32 years,32,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,38,Not Applicable,Not Applicable
,32 years,32,Male,M,Unknown or Not Stated,9,125,Not Applicable,Not Applicable
,33 years,33,Female,F,8th grade or less,1,68,Not Applicable,Not Applicable
,33 years,33,Female,F,9th through 12th grade with no diploma,2,494,Not Applicable,Not Applicable
,33 years,33,Female,F,High school graduate or GED completed,3,1387,Not Applicable,Not Applicable
,33 years,33,Female,F,"Some college credit, but not a degree.",4,554,Not Applicable,Not Applicable
,33 years,33,Female,F,"Associate degree (AA,AS)",5,229,Not Applicable,Not Applicable
,33 years,33,Female,F,"Bachelor?s degree (BA, AB, BS)",6,177,Not Applicable,Not Applicable
,33 years,33,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,45,Not Applicable,Not Applicable
,33 years,33,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,20,Not Applicable,Not Applicable
,33 years,33,Female,F,Unknown or Not Stated,9,38,Not Applicable,Not Applicable
,33 years,33,Male,M,8th grade or less,1,312,Not Applicable,Not Applicable
,33 years,33,Male,M,9th through 12th grade with no diploma,2,1323,Not Applicable,Not Applicable
,33 years,33,Male,M,High school graduate or GED completed,3,4353,Not Applicable,Not Applicable
,33 years,33,Male,M,"Some college credit, but not a degree.",4,1270,Not Applicable,Not Applicable
,33 years,33,Male,M,"Associate degree (AA,AS)",5,448,Not Applicable,Not Applicable
,33 years,33,Male,M,"Bachelor?s degree (BA, AB, BS)",6,463,Not Applicable,Not Applicable
,33 years,33,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,73,Not Applicable,Not Applicable
