Notes,Ten-Year Age Groups,Ten-Year Age Groups Code,Sex,Sex Code,Education,Education Code,Deaths,Population,Crude Rate
,5-14 years,14-May,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,5-14 years,14-May,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,5-14 years,14-May,Male,M,Unknown or Not Stated,9,105,Not Applicable,Not Applicable
,5-14 years,14-May,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,15-24 years,15-24,Female,F,8th grade or less,1,680,Not Applicable,Not Applicable
,15-24 years,15-24,Female,F,9th through 12th grade with no diploma,2,3903,Not Applicable,Not Applicable
,15-24 years,15-24,Female,F,High school graduate or GED completed,3,5097,Not Applicable,Not Applicable
,15-24 years,15-24,Female,F,"Some college credit, but not a degree.",4,2195,Not Applicable,Not Applicable
,15-24 years,15-24,Female,F,"Associate degree (AA,AS)",5,402,Not Applicable,Not Applicable
,15-24 years,15-24,Female,F,"Bachelor?s degree (BA, AB, BS)",6,468,Not Applicable,Not Applicable
,15-24 years,15-24,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,39,Not Applicable,Not Applicable
,15-24 years,15-24,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,15-24 years,15-24,Female,F,Unknown or Not Stated,9,153,Not Applicable,Not Applicable
,15-24 years,15-24,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,15-24 years,15-24,Male,M,8th grade or less,1,1584,Not Applicable,Not Applicable
,15-24 years,15-24,Male,M,9th through 12th grade with no diploma,2,13834,Not Applicable,Not Applicable
,15-24 years,15-24,Male,M,High school graduate or GED completed,3,17895,Not Applicable,Not Applicable
,15-24 years,15-24,Male,M,"Some college credit, but not a degree.",4,5086,Not Applicable,Not Applicable
,15-24 years,15-24,Male,M,"Associate degree (AA,AS)",5,784,Not Applicable,Not Applicable
,15-24 years,15-24,Male,M,"Bachelor?s degree (BA, AB, BS)",6,816,Not Applicable,Not Applicable
,15-24 years,15-24,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,58,Not Applicable,Not Applicable
,15-24 years,15-24,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Suppressed,Not Applicable,Not Applicable
,15-24 years,15-24,Male,M,Unknown or Not Stated,9,383,Not Applicable,Not Applicable
,15-24 years,15-24,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,25-34 years,25-34,Female,F,8th grade or less,1,892,Not Applicable,Not Applicable
,25-34 years,25-34,Female,F,9th through 12th grade with no diploma,2,3325,Not Applicable,Not Applicable
,25-34 years,25-34,Female,F,High school graduate or GED completed,3,12039,Not Applicable,Not Applicable
,25-34 years,25-34,Female,F,"Some college credit, but not a degree.",4,5000,Not Applicable,Not Applicable
,25-34 years,25-34,Female,F,"Associate degree (AA,AS)",5,2223,Not Applicable,Not Applicable
,25-34 years,25-34,Female,F,"Bachelor?s degree (BA, AB, BS)",6,2827,Not Applicable,Not Applicable
,25-34 years,25-34,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,723,Not Applicable,Not Applicable
,25-34 years,25-34,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,162,Not Applicable,Not Applicable
,25-34 years,25-34,Female,F,Unknown or Not Stated,9,342,Not Applicable,Not Applicable
,25-34 years,25-34,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,25-34 years,25-34,Male,M,8th grade or less,1,2510,Not Applicable,Not Applicable
,25-34 years,25-34,Male,M,9th through 12th grade with no diploma,2,10431,Not Applicable,Not Applicable
,25-34 years,25-34,Male,M,High school graduate or GED completed,3,33903,Not Applicable,Not Applicable
,25-34 years,25-34,Male,M,"Some college credit, but not a degree.",4,10089,Not Applicable,Not Applicable
,25-34 years,25-34,Male,M,"Associate degree (AA,AS)",5,3467,Not Applicable,Not Applicable
,25-34 years,25-34,Male,M,"Bachelor?s degree (BA, AB, BS)",6,4560,Not Applicable,Not Applicable
,25-34 years,25-34,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,788,Not Applicable,Not Applicable
,25-34 years,25-34,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,248,Not Applicable,Not Applicable
,25-34 years,25-34,Male,M,Unknown or Not Stated,9,890,Not Applicable,Not Applicable
,25-34 years,25-34,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,35-44 years,35-44,Female,F,8th grade or less,1,1616,Not Applicable,Not Applicable
,35-44 years,35-44,Female,F,9th through 12th grade with no diploma,2,5441,Not Applicable,Not Applicable
,35-44 years,35-44,Female,F,High school graduate or GED completed,3,18983,Not Applicable,Not Applicable
,35-44 years,35-44,Female,F,"Some college credit, but not a degree.",4,7645,Not Applicable,Not Applicable
,35-44 years,35-44,Female,F,"Associate degree (AA,AS)",5,4176,Not Applicable,Not Applicable
,35-44 years,35-44,Female,F,"Bachelor?s degree (BA, AB, BS)",6,5027,Not Applicable,Not Applicable
,35-44 years,35-44,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1831,Not Applicable,Not Applicable
,35-44 years,35-44,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,433,Not Applicable,Not Applicable
,35-44 years,35-44,Female,F,Unknown or Not Stated,9,843,Not Applicable,Not Applicable
,35-44 years,35-44,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,35-44 years,35-44,Male,M,8th grade or less,1,4354,Not Applicable,Not Applicable
,35-44 years,35-44,Male,M,9th through 12th grade with no diploma,2,12804,Not Applicable,Not Applicable
,35-44 years,35-44,Male,M,High school graduate or GED completed,3,41695,Not Applicable,Not Applicable
,35-44 years,35-44,Male,M,"Some college credit, but not a degree.",4,13057,Not Applicable,Not Applicable
,35-44 years,35-44,Male,M,"Associate degree (AA,AS)",5,5634,Not Applicable,Not Applicable
,35-44 years,35-44,Male,M,"Bachelor?s degree (BA, AB, BS)",6,7370,Not Applicable,Not Applicable
,35-44 years,35-44,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1956,Not Applicable,Not Applicable
,35-44 years,35-44,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,678,Not Applicable,Not Applicable
,35-44 years,35-44,Male,M,Unknown or Not Stated,9,1799,Not Applicable,Not Applicable
,35-44 years,35-44,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,45-54 years,45-54,Female,F,8th grade or less,1,3618,Not Applicable,Not Applicable
,45-54 years,45-54,Female,F,9th through 12th grade with no diploma,2,8639,Not Applicable,Not Applicable
,45-54 years,45-54,Female,F,High school graduate or GED completed,3,32178,Not Applicable,Not Applicable
,45-54 years,45-54,Female,F,"Some college credit, but not a degree.",4,12639,Not Applicable,Not Applicable
,45-54 years,45-54,Female,F,"Associate degree (AA,AS)",5,7756,Not Applicable,Not Applicable
,45-54 years,45-54,Female,F,"Bachelor?s degree (BA, AB, BS)",6,8422,Not Applicable,Not Applicable
,45-54 years,45-54,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,3225,Not Applicable,Not Applicable
,45-54 years,45-54,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,730,Not Applicable,Not Applicable
,45-54 years,45-54,Female,F,Unknown or Not Stated,9,1549,Not Applicable,Not Applicable
,45-54 years,45-54,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,45-54 years,45-54,Male,M,8th grade or less,1,7527,Not Applicable,Not Applicable
,45-54 years,45-54,Male,M,9th through 12th grade with no diploma,2,17118,Not Applicable,Not Applicable
,45-54 years,45-54,Male,M,High school graduate or GED completed,3,60464,Not Applicable,Not Applicable
,45-54 years,45-54,Male,M,"Some college credit, but not a degree.",4,18590,Not Applicable,Not Applicable
,45-54 years,45-54,Male,M,"Associate degree (AA,AS)",5,8507,Not Applicable,Not Applicable
,45-54 years,45-54,Male,M,"Bachelor?s degree (BA, AB, BS)",6,11907,Not Applicable,Not Applicable
,45-54 years,45-54,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,3529,Not Applicable,Not Applicable
,45-54 years,45-54,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1287,Not Applicable,Not Applicable
,45-54 years,45-54,Male,M,Unknown or Not Stated,9,3612,Not Applicable,Not Applicable
,45-54 years,45-54,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,55-64 years,55-64,Female,F,8th grade or less,1,10010,Not Applicable,Not Applicable
,55-64 years,55-64,Female,F,9th through 12th grade with no diploma,2,20198,Not Applicable,Not Applicable
,55-64 years,55-64,Female,F,High school graduate or GED completed,3,80797,Not Applicable,Not Applicable
,55-64 years,55-64,Female,F,"Some college credit, but not a degree.",4,26402,Not Applicable,Not Applicable
,55-64 years,55-64,Female,F,"Associate degree (AA,AS)",5,17421,Not Applicable,Not Applicable
,55-64 years,55-64,Female,F,"Bachelor?s degree (BA, AB, BS)",6,17504,Not Applicable,Not Applicable
,55-64 years,55-64,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,5850,Not Applicable,Not Applicable
,55-64 years,55-64,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1271,Not Applicable,Not Applicable
,55-64 years,55-64,Female,F,Unknown or Not Stated,9,4123,Not Applicable,Not Applicable
,55-64 years,55-64,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,55-64 years,55-64,Male,M,8th grade or less,1,16884,Not Applicable,Not Applicable
,55-64 years,55-64,Male,M,9th through 12th grade with no diploma,2,35757,Not Applicable,Not Applicable
,55-64 years,55-64,Male,M,High school graduate or GED completed,3,128535,Not Applicable,Not Applicable
,55-64 years,55-64,Male,M,"Some college credit, but not a degree.",4,34123,Not Applicable,Not Applicable
,55-64 years,55-64,Male,M,"Associate degree (AA,AS)",5,16218,Not Applicable,Not Applicable
,55-64 years,55-64,Male,M,"Bachelor?s degree (BA, AB, BS)",6,22965,Not Applicable,Not Applicable
,55-64 years,55-64,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,6647,Not Applicable,Not Applicable
,55-64 years,55-64,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2830,Not Applicable,Not Applicable
,55-64 years,55-64,Male,M,Unknown or Not Stated,9,9945,Not Applicable,Not Applicable
,55-64 years,55-64,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,65-74 years,65-74,Female,F,8th grade or less,1,19844,Not Applicable,Not Applicable
,65-74 years,65-74,Female,F,9th through 12th grade with no diploma,2,28854,Not Applicable,Not Applicable
,65-74 years,65-74,Female,F,High school graduate or GED completed,3,145905,Not Applicable,Not Applicable
,65-74 years,65-74,Female,F,"Some college credit, but not a degree.",4,48424,Not Applicable,Not Applicable
,65-74 years,65-74,Female,F,"Associate degree (AA,AS)",5,32890,Not Applicable,Not Applicable
,65-74 years,65-74,Female,F,"Bachelor?s degree (BA, AB, BS)",6,36955,Not Applicable,Not Applicable
,65-74 years,65-74,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,16657,Not Applicable,Not Applicable
,65-74 years,65-74,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3284,Not Applicable,Not Applicable
,65-74 years,65-74,Female,F,Unknown or Not Stated,9,6818,Not Applicable,Not Applicable
,65-74 years,65-74,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,65-74 years,65-74,Male,M,8th grade or less,1,25523,Not Applicable,Not Applicable
,65-74 years,65-74,Male,M,9th through 12th grade with no diploma,2,37438,Not Applicable,Not Applicable
,65-74 years,65-74,Male,M,High school graduate or GED completed,3,173748,Not Applicable,Not Applicable
,65-74 years,65-74,Male,M,"Some college credit, but not a degree.",4,62066,Not Applicable,Not Applicable
,65-74 years,65-74,Male,M,"Associate degree (AA,AS)",5,30233,Not Applicable,Not Applicable
,65-74 years,65-74,Male,M,"Bachelor?s degree (BA, AB, BS)",6,50236,Not Applicable,Not Applicable
,65-74 years,65-74,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,18416,Not Applicable,Not Applicable
,65-74 years,65-74,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,8535,Not Applicable,Not Applicable
,65-74 years,65-74,Male,M,Unknown or Not Stated,9,13385,Not Applicable,Not Applicable
,65-74 years,65-74,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,75-84 years,75-84,Female,F,8th grade or less,1,40228,Not Applicable,Not Applicable
,75-84 years,75-84,Female,F,9th through 12th grade with no diploma,2,46031,Not Applicable,Not Applicable
,75-84 years,75-84,Female,F,High school graduate or GED completed,3,245823,Not Applicable,Not Applicable
,75-84 years,75-84,Female,F,"Some college credit, but not a degree.",4,65539,Not Applicable,Not Applicable
,75-84 years,75-84,Female,F,"Associate degree (AA,AS)",5,40476,Not Applicable,Not Applicable
,75-84 years,75-84,Female,F,"Bachelor?s degree (BA, AB, BS)",6,55894,Not Applicable,Not Applicable
,75-84 years,75-84,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,28648,Not Applicable,Not Applicable
,75-84 years,75-84,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,5270,Not Applicable,Not Applicable
,75-84 years,75-84,Female,F,Unknown or Not Stated,9,7778,Not Applicable,Not Applicable
,75-84 years,75-84,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,75-84 years,75-84,Male,M,8th grade or less,1,39375,Not Applicable,Not Applicable
,75-84 years,75-84,Male,M,9th through 12th grade with no diploma,2,39669,Not Applicable,Not Applicable
,75-84 years,75-84,Male,M,High school graduate or GED completed,3,194441,Not Applicable,Not Applicable
,75-84 years,75-84,Male,M,"Some college credit, but not a degree.",4,67622,Not Applicable,Not Applicable
,75-84 years,75-84,Male,M,"Associate degree (AA,AS)",5,31728,Not Applicable,Not Applicable
,75-84 years,75-84,Male,M,"Bachelor?s degree (BA, AB, BS)",6,71671,Not Applicable,Not Applicable
,75-84 years,75-84,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,36393,Not Applicable,Not Applicable
,75-84 years,75-84,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,19686,Not Applicable,Not Applicable
,75-84 years,75-84,Male,M,Unknown or Not Stated,9,9743,Not Applicable,Not Applicable
,75-84 years,75-84,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,85+ years,85+,Female,F,8th grade or less,1,88904,Not Applicable,Not Applicable
,85+ years,85+,Female,F,9th through 12th grade with no diploma,2,67485,Not Applicable,Not Applicable
,85+ years,85+,Female,F,High school graduate or GED completed,3,390761,Not Applicable,Not Applicable
,85+ years,85+,Female,F,"Some college credit, but not a degree.",4,83725,Not Applicable,Not Applicable
,85+ years,85+,Female,F,"Associate degree (AA,AS)",5,48663,Not Applicable,Not Applicable
,85+ years,85+,Female,F,"Bachelor?s degree (BA, AB, BS)",6,83416,Not Applicable,Not Applicable
,85+ years,85+,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,36070,Not Applicable,Not Applicable
,85+ years,85+,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,6873,Not Applicable,Not Applicable
,85+ years,85+,Female,F,Unknown or Not Stated,9,9845,Not Applicable,Not Applicable
,85+ years,85+,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,85+ years,85+,Male,M,8th grade or less,1,50689,Not Applicable,Not Applicable
,85+ years,85+,Male,M,9th through 12th grade with no diploma,2,32694,Not Applicable,Not Applicable
,85+ years,85+,Male,M,High school graduate or GED completed,3,167317,Not Applicable,Not Applicable
,85+ years,85+,Male,M,"Some college credit, but not a degree.",4,50377,Not Applicable,Not Applicable
,85+ years,85+,Male,M,"Associate degree (AA,AS)",5,22488,Not Applicable,Not Applicable
,85+ years,85+,Male,M,"Bachelor?s degree (BA, AB, BS)",6,74589,Not Applicable,Not Applicable
,85+ years,85+,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,36188,Not Applicable,Not Applicable
,85+ years,85+,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,25430,Not Applicable,Not Applicable
,85+ years,85+,Male,M,Unknown or Not Stated,9,5545,Not Applicable,Not Applicable
,85+ years,85+,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,Not Stated,NS,Female,F,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,Not Stated,NS,Female,F,9th through 12th grade with no diploma,2,Suppressed,Not Applicable,Not Applicable
,Not Stated,NS,Female,F,High school graduate or GED completed,3,Suppressed,Not Applicable,Not Applicable
,Not Stated,NS,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,Not Stated,NS,Female,F,"Associate degree (AA,AS)",5,Suppressed,Not Applicable,Not Applicable
,Not Stated,NS,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,Not Stated,NS,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,Not Stated,NS,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,Not Stated,NS,Female,F,Unknown or Not Stated,9,22,Not Applicable,Not Applicable
,Not Stated,NS,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,Not Stated,NS,Male,M,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,Not Stated,NS,Male,M,9th through 12th grade with no diploma,2,Suppressed,Not Applicable,Not Applicable
,Not Stated,NS,Male,M,High school graduate or GED completed,3,Suppressed,Not Applicable,Not Applicable
,Not Stated,NS,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,Not Stated,NS,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,Not Stated,NS,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,Not Stated,NS,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,Suppressed,Not Applicable,Not Applicable
,Not Stated,NS,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,Not Stated,NS,Male,M,Unknown or Not Stated,9,90,Not Applicable,Not Applicable
,Not Stated,NS,Male,M,Not Available,10,0,Not Applicable,Not Applicable
