Notes,Single-Year Ages,Single-Year Ages Code,Sex,Sex Code,Education,Education Code,Deaths,Population,Crude Rate
,2 years,2,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,2 years,2,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,2 years,2,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,2 years,2,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,2 years,2,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,2 years,2,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,2 years,2,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,3 years,3,Female,F,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,3 years,3,Female,F,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,3 years,3,Female,F,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,3 years,3,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,3 years,3,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,3 years,3,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,3 years,3,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,3 years,3,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,3 years,3,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,3 years,3,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,3 years,3,Male,M,8th grade or less,1,25,Not Applicable,Not Applicable
,3 years,3,Male,M,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,3 years,3,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,3 years,3,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,3 years,3,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,3 years,3,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,3 years,3,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,3 years,3,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,3 years,3,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,3 years,3,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,4 years,4,Female,F,8th grade or less,1,20,Not Applicable,Not Applicable
,4 years,4,Female,F,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,4 years,4,Female,F,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,4 years,4,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,4 years,4,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,4 years,4,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,4 years,4,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,4 years,4,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,4 years,4,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,4 years,4,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,4 years,4,Male,M,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,4 years,4,Male,M,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,4 years,4,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,4 years,4,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,4 years,4,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,4 years,4,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,4 years,4,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,4 years,4,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,4 years,4,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,4 years,4,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,5 years,5,Female,F,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,5 years,5,Female,F,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,5 years,5,Female,F,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,5 years,5,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,5 years,5,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,5 years,5,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,5 years,5,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,5 years,5,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,5 years,5,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,5 years,5,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,5 years,5,Male,M,8th grade or less,1,15,Not Applicable,Not Applicable
,5 years,5,Male,M,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,5 years,5,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,5 years,5,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,5 years,5,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,5 years,5,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,5 years,5,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,5 years,5,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,5 years,5,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,5 years,5,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,6 years,6,Female,F,8th grade or less,1,15,Not Applicable,Not Applicable
,6 years,6,Female,F,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,6 years,6,Female,F,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,6 years,6,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,6 years,6,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,6 years,6,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,6 years,6,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,6 years,6,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,6 years,6,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,6 years,6,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,6 years,6,Male,M,8th grade or less,1,17,Not Applicable,Not Applicable
,6 years,6,Male,M,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,6 years,6,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,6 years,6,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,6 years,6,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,6 years,6,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,6 years,6,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,6 years,6,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,6 years,6,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,6 years,6,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,7 years,7,Female,F,8th grade or less,1,11,Not Applicable,Not Applicable
,7 years,7,Female,F,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,7 years,7,Female,F,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,7 years,7,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,7 years,7,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,7 years,7,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,7 years,7,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,7 years,7,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,7 years,7,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,7 years,7,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,7 years,7,Male,M,8th grade or less,1,16,Not Applicable,Not Applicable
,7 years,7,Male,M,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,7 years,7,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,7 years,7,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,7 years,7,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,7 years,7,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,7 years,7,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,7 years,7,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,7 years,7,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,7 years,7,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,8 years,8,Female,F,8th grade or less,1,10,Not Applicable,Not Applicable
,8 years,8,Female,F,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,8 years,8,Female,F,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,8 years,8,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,8 years,8,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,8 years,8,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,8 years,8,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,8 years,8,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,8 years,8,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,8 years,8,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,8 years,8,Male,M,8th grade or less,1,15,Not Applicable,Not Applicable
,8 years,8,Male,M,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,8 years,8,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,8 years,8,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,8 years,8,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,8 years,8,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,8 years,8,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,8 years,8,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,8 years,8,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,8 years,8,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,9 years,9,Female,F,8th grade or less,1,20,Not Applicable,Not Applicable
,9 years,9,Female,F,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,9 years,9,Female,F,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,9 years,9,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,9 years,9,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,9 years,9,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,9 years,9,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,9 years,9,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,9 years,9,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,9 years,9,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,9 years,9,Male,M,8th grade or less,1,22,Not Applicable,Not Applicable
,9 years,9,Male,M,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,9 years,9,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,9 years,9,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,9 years,9,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,9 years,9,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,9 years,9,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,9 years,9,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,9 years,9,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,9 years,9,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,10 years,10,Female,F,8th grade or less,1,16,Not Applicable,Not Applicable
,10 years,10,Female,F,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,10 years,10,Female,F,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,10 years,10,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,10 years,10,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,10 years,10,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,10 years,10,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,10 years,10,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,10 years,10,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,10 years,10,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,10 years,10,Male,M,8th grade or less,1,17,Not Applicable,Not Applicable
,10 years,10,Male,M,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,10 years,10,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,10 years,10,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,10 years,10,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,10 years,10,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,10 years,10,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,10 years,10,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,10 years,10,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,10 years,10,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,11 years,11,Female,F,8th grade or less,1,11,Not Applicable,Not Applicable
,11 years,11,Female,F,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,11 years,11,Female,F,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,11 years,11,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,11 years,11,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,11 years,11,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,11 years,11,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,11 years,11,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,11 years,11,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,11 years,11,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,11 years,11,Male,M,8th grade or less,1,15,Not Applicable,Not Applicable
,11 years,11,Male,M,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,11 years,11,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,11 years,11,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,11 years,11,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,11 years,11,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,11 years,11,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,11 years,11,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,11 years,11,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,11 years,11,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,12 years,12,Female,F,8th grade or less,1,Suppressed,Not Applicable,Not Applicable
,12 years,12,Female,F,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,12 years,12,Female,F,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,12 years,12,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,12 years,12,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,12 years,12,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,12 years,12,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,12 years,12,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,12 years,12,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,12 years,12,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,12 years,12,Male,M,8th grade or less,1,18,Not Applicable,Not Applicable
,12 years,12,Male,M,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,12 years,12,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,12 years,12,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,12 years,12,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,12 years,12,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,12 years,12,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,12 years,12,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,12 years,12,Male,M,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,12 years,12,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,13 years,13,Female,F,8th grade or less,1,22,Not Applicable,Not Applicable
,13 years,13,Female,F,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,13 years,13,Female,F,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,13 years,13,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,13 years,13,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,13 years,13,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,13 years,13,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,13 years,13,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,13 years,13,Female,F,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,13 years,13,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,13 years,13,Male,M,8th grade or less,1,18,Not Applicable,Not Applicable
,13 years,13,Male,M,9th through 12th grade with no diploma,2,0,Not Applicable,Not Applicable
,13 years,13,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,13 years,13,Male,M,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,13 years,13,Male,M,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,13 years,13,Male,M,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,13 years,13,Male,M,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,13 years,13,Male,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,13 years,13,Male,M,Unknown or Not Stated,9,Suppressed,Not Applicable,Not Applicable
,13 years,13,Male,M,Not Available,10,0,Not Applicable,Not Applicable
,14 years,14,Female,F,8th grade or less,1,15,Not Applicable,Not Applicable
,14 years,14,Female,F,9th through 12th grade with no diploma,2,Suppressed,Not Applicable,Not Applicable
,14 years,14,Female,F,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
,14 years,14,Female,F,"Some college credit, but not a degree.",4,0,Not Applicable,Not Applicable
,14 years,14,Female,F,"Associate degree (AA,AS)",5,0,Not Applicable,Not Applicable
,14 years,14,Female,F,"Bachelor?s degree (BA, AB, BS)",6,0,Not Applicable,Not Applicable
,14 years,14,Female,F,"Master?s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,Not Applicable,Not Applicable
,14 years,14,Female,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,Not Applicable,Not Applicable
,14 years,14,Female,F,Unknown or Not Stated,9,0,Not Applicable,Not Applicable
,14 years,14,Female,F,Not Available,10,0,Not Applicable,Not Applicable
,14 years,14,Male,M,8th grade or less,1,15,Not Applicable,Not Applicable
,14 years,14,Male,M,9th through 12th grade with no diploma,2,Suppressed,Not Applicable,Not Applicable
,14 years,14,Male,M,High school graduate or GED completed,3,0,Not Applicable,Not Applicable
